id,stage,winning_character
85123,YOSHIS_STORY,MARTH
85124,FINAL_DESTINATION,FOX
85125,DREAMLAND,MARTH
85126,POKEMON_STADIUM,MARTH
85127,POKEMON_STADIUM,FOX
85128,DREAMLAND,MARTH
85129,BATTLEFIELD,FOX
85130,FOUNTAIN_OF_DREAMS,FOX
85131,BATTLEFIELD,FOX
85132,DREAMLAND,FOX
85133,FINAL_DESTINATION,FOX
85134,FOUNTAIN_OF_DREAMS,FOX
85135,POKEMON_STADIUM,MARTH
85136,BATTLEFIELD,MARTH
85137,YOSHIS_STORY,MARTH
85138,BATTLEFIELD,MARTH
85139,POKEMON_STADIUM,MARTH
85140,DREAMLAND,MARTH
85141,DREAMLAND,MARTH
85142,BATTLEFIELD,MARTH
85143,YOSHIS_STORY,MARTH
85144,FOUNTAIN_OF_DREAMS,MARTH
85145,FINAL_DESTINATION,MARTH
85146,FOUNTAIN_OF_DREAMS,MARTH
85147,DREAMLAND,FOX
85148,FINAL_DESTINATION,MARTH
85149,YOSHIS_STORY,FOX
85150,FINAL_DESTINATION,FOX
85151,DREAMLAND,FOX
85152,POKEMON_STADIUM,FOX
85153,FOUNTAIN_OF_DREAMS,FOX
85154,FINAL_DESTINATION,FOX
85155,BATTLEFIELD,FOX
85156,YOSHIS_STORY,MARTH
85157,YOSHIS_STORY,FOX
85158,POKEMON_STADIUM,FOX
85159,DREAMLAND,FOX
85160,FOUNTAIN_OF_DREAMS,FOX
85161,YOSHIS_STORY,FOX
85162,FINAL_DESTINATION,FOX
85163,BATTLEFIELD,FOX
85164,DREAMLAND,MARTH
85165,FOUNTAIN_OF_DREAMS,MARTH
85166,DREAMLAND,MARTH
85167,BATTLEFIELD,MARTH
85168,FOUNTAIN_OF_DREAMS,MARTH
85169,POKEMON_STADIUM,FOX
85170,POKEMON_STADIUM,MARTH
85171,YOSHIS_STORY,MARTH
85172,FOUNTAIN_OF_DREAMS,MARTH
85173,DREAMLAND,MARTH
85174,FOUNTAIN_OF_DREAMS,FOX
85175,FINAL_DESTINATION,MARTH
85176,POKEMON_STADIUM,MARTH
85177,POKEMON_STADIUM,FOX
85178,POKEMON_STADIUM,MARTH
85179,FOUNTAIN_OF_DREAMS,MARTH
85180,POKEMON_STADIUM,FOX
85181,BATTLEFIELD,FOX
85182,YOSHIS_STORY,FOX
85183,FOUNTAIN_OF_DREAMS,MARTH
85184,BATTLEFIELD,MARTH
85185,YOSHIS_STORY,FOX
85186,FOUNTAIN_OF_DREAMS,FOX
85187,BATTLEFIELD,MARTH
85188,POKEMON_STADIUM,MARTH
85189,FINAL_DESTINATION,MARTH
85190,DREAMLAND,FOX
85191,YOSHIS_STORY,FOX
85192,YOSHIS_STORY,MARTH
85193,DREAMLAND,MARTH
85194,FINAL_DESTINATION,MARTH
85195,FOUNTAIN_OF_DREAMS,MARTH
85196,FINAL_DESTINATION,MARTH
85197,FOUNTAIN_OF_DREAMS,FOX
85198,FINAL_DESTINATION,FOX
85199,BATTLEFIELD,FOX
85200,YOSHIS_STORY,FOX
85201,FOUNTAIN_OF_DREAMS,MARTH
85202,DREAMLAND,FOX
85203,YOSHIS_STORY,MARTH
85204,BATTLEFIELD,MARTH
85205,FINAL_DESTINATION,MARTH
85206,POKEMON_STADIUM,FOX
85207,FOUNTAIN_OF_DREAMS,FOX
85208,FINAL_DESTINATION,MARTH
85209,YOSHIS_STORY,FOX
85210,POKEMON_STADIUM,MARTH
85211,DREAMLAND,MARTH
85212,FOUNTAIN_OF_DREAMS,MARTH
85213,BATTLEFIELD,MARTH
85214,POKEMON_STADIUM,MARTH
85215,FOUNTAIN_OF_DREAMS,FOX
85216,POKEMON_STADIUM,FOX
85217,BATTLEFIELD,MARTH
85218,DREAMLAND,MARTH
85219,POKEMON_STADIUM,FOX
85220,DREAMLAND,FOX
85221,BATTLEFIELD,FOX
85222,FINAL_DESTINATION,FOX
85223,FOUNTAIN_OF_DREAMS,FOX
85224,YOSHIS_STORY,FOX
85225,YOSHIS_STORY,MARTH
85226,POKEMON_STADIUM,FOX
85227,BATTLEFIELD,MARTH
85228,FINAL_DESTINATION,MARTH
85229,FOUNTAIN_OF_DREAMS,MARTH
85230,BATTLEFIELD,MARTH
85231,FINAL_DESTINATION,MARTH
85232,POKEMON_STADIUM,MARTH
85233,FINAL_DESTINATION,MARTH
85234,BATTLEFIELD,FOX
85235,FINAL_DESTINATION,FOX
85236,YOSHIS_STORY,FOX
85237,FOUNTAIN_OF_DREAMS,MARTH
85238,POKEMON_STADIUM,FOX
85239,POKEMON_STADIUM,MARTH
85240,BATTLEFIELD,MARTH
85241,YOSHIS_STORY,MARTH
85242,POKEMON_STADIUM,FOX
85243,POKEMON_STADIUM,MARTH
85244,FOUNTAIN_OF_DREAMS,MARTH
85245,FINAL_DESTINATION,MARTH
85246,FOUNTAIN_OF_DREAMS,FOX
85247,DREAMLAND,FOX
85248,YOSHIS_STORY,FOX
85249,FOUNTAIN_OF_DREAMS,FOX
85250,POKEMON_STADIUM,MARTH
85251,YOSHIS_STORY,FOX
85252,BATTLEFIELD,MARTH
85253,YOSHIS_STORY,MARTH
85254,FINAL_DESTINATION,MARTH
85255,FOUNTAIN_OF_DREAMS,FOX
85256,POKEMON_STADIUM,MARTH
85257,BATTLEFIELD,FOX
85258,POKEMON_STADIUM,FOX
85259,FINAL_DESTINATION,MARTH
85260,BATTLEFIELD,MARTH
85261,POKEMON_STADIUM,MARTH
85262,FINAL_DESTINATION,FOX
85263,FOUNTAIN_OF_DREAMS,MARTH
85264,FINAL_DESTINATION,FOX
85265,FOUNTAIN_OF_DREAMS,FOX
85266,POKEMON_STADIUM,MARTH
85267,BATTLEFIELD,MARTH
85268,FOUNTAIN_OF_DREAMS,FOX
85269,BATTLEFIELD,MARTH
85270,DREAMLAND,MARTH
85271,YOSHIS_STORY,MARTH
85272,POKEMON_STADIUM,MARTH
85273,BATTLEFIELD,MARTH
85274,YOSHIS_STORY,MARTH
85275,BATTLEFIELD,MARTH
85276,BATTLEFIELD,FOX
85277,POKEMON_STADIUM,FOX
85278,FOUNTAIN_OF_DREAMS,MARTH
85279,DREAMLAND,FOX
85280,FOUNTAIN_OF_DREAMS,FOX
85281,FINAL_DESTINATION,MARTH
85282,BATTLEFIELD,MARTH
85283,POKEMON_STADIUM,MARTH
85284,YOSHIS_STORY,MARTH
85285,POKEMON_STADIUM,MARTH
85286,BATTLEFIELD,MARTH
85287,POKEMON_STADIUM,MARTH
85288,YOSHIS_STORY,MARTH
85289,POKEMON_STADIUM,FOX
85290,POKEMON_STADIUM,FOX
85291,FOUNTAIN_OF_DREAMS,FOX
85292,DREAMLAND,FOX
85293,FOUNTAIN_OF_DREAMS,MARTH
85294,BATTLEFIELD,MARTH
85295,DREAMLAND,MARTH
85296,BATTLEFIELD,MARTH
85297,YOSHIS_STORY,MARTH
85298,DREAMLAND,MARTH
85299,YOSHIS_STORY,FOX
85300,YOSHIS_STORY,MARTH
85301,FOUNTAIN_OF_DREAMS,FOX
85302,BATTLEFIELD,FOX
85303,YOSHIS_STORY,FOX
85304,FINAL_DESTINATION,FOX
85305,DREAMLAND,MARTH
85306,POKEMON_STADIUM,FOX
85307,DREAMLAND,FOX
85308,FOUNTAIN_OF_DREAMS,MARTH
85309,POKEMON_STADIUM,MARTH
85310,BATTLEFIELD,MARTH
85311,YOSHIS_STORY,MARTH
85312,BATTLEFIELD,FOX
85313,POKEMON_STADIUM,FOX
85314,FOUNTAIN_OF_DREAMS,FOX
85315,YOSHIS_STORY,FOX
85316,POKEMON_STADIUM,FOX
85317,YOSHIS_STORY,FOX
85318,FOUNTAIN_OF_DREAMS,FOX
85319,FINAL_DESTINATION,FOX
85320,FOUNTAIN_OF_DREAMS,FOX
85321,FINAL_DESTINATION,MARTH
85322,DREAMLAND,FOX
85323,POKEMON_STADIUM,FOX
85324,YOSHIS_STORY,FOX
85325,DREAMLAND,MARTH
85326,YOSHIS_STORY,MARTH
85327,FOUNTAIN_OF_DREAMS,MARTH
85328,BATTLEFIELD,MARTH
85329,YOSHIS_STORY,MARTH
85330,FOUNTAIN_OF_DREAMS,MARTH
85331,BATTLEFIELD,MARTH
85332,FOUNTAIN_OF_DREAMS,MARTH
85333,POKEMON_STADIUM,MARTH
85334,YOSHIS_STORY,MARTH
85335,BATTLEFIELD,MARTH
85336,YOSHIS_STORY,FOX
85337,DREAMLAND,MARTH
85338,YOSHIS_STORY,MARTH
85339,POKEMON_STADIUM,MARTH
85340,DREAMLAND,FOX
85341,POKEMON_STADIUM,FOX
85342,POKEMON_STADIUM,FOX
85343,FINAL_DESTINATION,FOX
85344,FOUNTAIN_OF_DREAMS,FOX
85345,DREAMLAND,FOX
85346,FOUNTAIN_OF_DREAMS,FOX
85347,FINAL_DESTINATION,MARTH
85348,FOUNTAIN_OF_DREAMS,MARTH
85349,BATTLEFIELD,FOX
85350,FOUNTAIN_OF_DREAMS,FOX
85351,FOUNTAIN_OF_DREAMS,MARTH
85352,FOUNTAIN_OF_DREAMS,MARTH
85353,POKEMON_STADIUM,MARTH
85354,POKEMON_STADIUM,MARTH
85355,POKEMON_STADIUM,MARTH
85356,FINAL_DESTINATION,FOX
85357,POKEMON_STADIUM,MARTH
85358,FOUNTAIN_OF_DREAMS,FOX
85359,POKEMON_STADIUM,MARTH
85360,BATTLEFIELD,MARTH
85361,YOSHIS_STORY,FOX
85362,POKEMON_STADIUM,MARTH
85363,YOSHIS_STORY,MARTH
85364,POKEMON_STADIUM,FOX
85365,BATTLEFIELD,FOX
85366,BATTLEFIELD,MARTH
85367,BATTLEFIELD,FOX
85368,DREAMLAND,FOX
85369,BATTLEFIELD,FOX
85370,FOUNTAIN_OF_DREAMS,FOX
85371,POKEMON_STADIUM,MARTH
85372,POKEMON_STADIUM,FOX
85373,POKEMON_STADIUM,FOX
85374,POKEMON_STADIUM,FOX
85375,FINAL_DESTINATION,FOX
85376,BATTLEFIELD,FOX
85377,POKEMON_STADIUM,FOX
85378,YOSHIS_STORY,MARTH
85379,FINAL_DESTINATION,MARTH
85380,BATTLEFIELD,MARTH
85381,POKEMON_STADIUM,MARTH
85382,FOUNTAIN_OF_DREAMS,MARTH
85383,BATTLEFIELD,MARTH
85384,FINAL_DESTINATION,FOX
85385,FINAL_DESTINATION,MARTH
85386,DREAMLAND,MARTH
85387,FINAL_DESTINATION,MARTH
85388,YOSHIS_STORY,MARTH
85389,BATTLEFIELD,MARTH
85390,BATTLEFIELD,MARTH
85391,BATTLEFIELD,MARTH
85392,YOSHIS_STORY,MARTH
85393,FINAL_DESTINATION,MARTH
85394,YOSHIS_STORY,MARTH
85395,BATTLEFIELD,MARTH
85396,FOUNTAIN_OF_DREAMS,MARTH
85397,DREAMLAND,FOX
85398,POKEMON_STADIUM,MARTH
85399,FOUNTAIN_OF_DREAMS,FOX
85400,BATTLEFIELD,FOX
85401,BATTLEFIELD,MARTH
85402,FINAL_DESTINATION,MARTH
85403,DREAMLAND,MARTH
85404,POKEMON_STADIUM,FOX
85405,FINAL_DESTINATION,MARTH
85406,BATTLEFIELD,MARTH
85407,DREAMLAND,MARTH
85408,POKEMON_STADIUM,MARTH
85409,YOSHIS_STORY,MARTH
85410,FOUNTAIN_OF_DREAMS,MARTH
85411,BATTLEFIELD,MARTH
85412,BATTLEFIELD,MARTH
85413,YOSHIS_STORY,MARTH
85414,FOUNTAIN_OF_DREAMS,FOX
85415,BATTLEFIELD,MARTH
85416,DREAMLAND,FOX
85417,POKEMON_STADIUM,FOX
85418,YOSHIS_STORY,MARTH
85419,YOSHIS_STORY,MARTH
85420,DREAMLAND,MARTH
85421,POKEMON_STADIUM,MARTH
85422,FOUNTAIN_OF_DREAMS,MARTH
85423,BATTLEFIELD,MARTH
85424,YOSHIS_STORY,MARTH
85425,YOSHIS_STORY,FOX
85426,FOUNTAIN_OF_DREAMS,FOX
85427,FINAL_DESTINATION,MARTH
85428,FOUNTAIN_OF_DREAMS,MARTH
85429,POKEMON_STADIUM,MARTH
85430,YOSHIS_STORY,MARTH
85431,POKEMON_STADIUM,MARTH
85432,FINAL_DESTINATION,MARTH
85433,FOUNTAIN_OF_DREAMS,MARTH
85434,BATTLEFIELD,MARTH
85435,DREAMLAND,MARTH
85436,YOSHIS_STORY,MARTH
85437,POKEMON_STADIUM,MARTH
85438,FINAL_DESTINATION,MARTH
85439,BATTLEFIELD,MARTH
85440,YOSHIS_STORY,MARTH
85441,DREAMLAND,MARTH
85442,BATTLEFIELD,MARTH
85443,DREAMLAND,FOX
85444,POKEMON_STADIUM,FOX
85445,POKEMON_STADIUM,FOX
85446,DREAMLAND,FOX
85447,BATTLEFIELD,MARTH
85448,BATTLEFIELD,FOX
85449,DREAMLAND,FOX
85450,FINAL_DESTINATION,MARTH
85451,DREAMLAND,MARTH
85452,POKEMON_STADIUM,MARTH
85453,FOUNTAIN_OF_DREAMS,MARTH
85454,FOUNTAIN_OF_DREAMS,FOX
85455,FINAL_DESTINATION,FOX
85456,YOSHIS_STORY,FOX
85457,POKEMON_STADIUM,FOX
85458,FINAL_DESTINATION,MARTH
85459,DREAMLAND,FOX
85460,YOSHIS_STORY,FOX
85461,FINAL_DESTINATION,FOX
85462,POKEMON_STADIUM,MARTH
85463,DREAMLAND,MARTH
85464,BATTLEFIELD,MARTH
85465,FINAL_DESTINATION,MARTH
85466,YOSHIS_STORY,MARTH
85467,YOSHIS_STORY,FOX
85468,FOUNTAIN_OF_DREAMS,MARTH
85469,BATTLEFIELD,MARTH
85470,FOUNTAIN_OF_DREAMS,MARTH
85471,DREAMLAND,FOX
85472,FINAL_DESTINATION,FOX
85473,FOUNTAIN_OF_DREAMS,FOX
85474,FINAL_DESTINATION,FOX
85475,POKEMON_STADIUM,FOX
85476,DREAMLAND,FOX
85477,YOSHIS_STORY,MARTH
85478,POKEMON_STADIUM,MARTH
85479,FINAL_DESTINATION,FOX
85480,FOUNTAIN_OF_DREAMS,MARTH
85481,FINAL_DESTINATION,FOX
85482,POKEMON_STADIUM,MARTH
85483,POKEMON_STADIUM,MARTH
85484,BATTLEFIELD,MARTH
85485,YOSHIS_STORY,MARTH
85486,BATTLEFIELD,MARTH
85487,DREAMLAND,MARTH
85488,YOSHIS_STORY,FOX
85489,BATTLEFIELD,MARTH
85490,POKEMON_STADIUM,MARTH
85491,YOSHIS_STORY,MARTH
85492,DREAMLAND,MARTH
85493,BATTLEFIELD,FOX
85494,BATTLEFIELD,MARTH
85495,FINAL_DESTINATION,MARTH
85496,FOUNTAIN_OF_DREAMS,MARTH
85497,YOSHIS_STORY,FOX
85498,FOUNTAIN_OF_DREAMS,FOX
85499,BATTLEFIELD,FOX
85500,DREAMLAND,FOX
85501,FOUNTAIN_OF_DREAMS,MARTH
85502,FINAL_DESTINATION,MARTH
85503,POKEMON_STADIUM,FOX
85504,FINAL_DESTINATION,MARTH
85505,DREAMLAND,MARTH
85506,YOSHIS_STORY,FOX
85507,DREAMLAND,MARTH
85508,BATTLEFIELD,MARTH
85509,FINAL_DESTINATION,MARTH
85510,BATTLEFIELD,FOX
85511,FOUNTAIN_OF_DREAMS,FOX
85512,YOSHIS_STORY,FOX
85513,POKEMON_STADIUM,MARTH
85514,DREAMLAND,MARTH
85515,YOSHIS_STORY,MARTH
85516,BATTLEFIELD,FOX
85517,BATTLEFIELD,FOX
85518,FINAL_DESTINATION,FOX
85519,POKEMON_STADIUM,MARTH
85520,DREAMLAND,MARTH
85521,FOUNTAIN_OF_DREAMS,FOX
85522,YOSHIS_STORY,FOX
85523,POKEMON_STADIUM,MARTH
85524,DREAMLAND,FOX
85525,POKEMON_STADIUM,FOX
85526,YOSHIS_STORY,MARTH
85527,BATTLEFIELD,MARTH
85528,BATTLEFIELD,MARTH
85529,POKEMON_STADIUM,FOX
85530,FOUNTAIN_OF_DREAMS,MARTH
85531,DREAMLAND,MARTH
85532,DREAMLAND,MARTH
85533,DREAMLAND,MARTH
85534,BATTLEFIELD,FOX
85535,FINAL_DESTINATION,FOX
85536,FOUNTAIN_OF_DREAMS,FOX
85537,YOSHIS_STORY,FOX
85538,POKEMON_STADIUM,MARTH
85539,FINAL_DESTINATION,MARTH
85540,BATTLEFIELD,MARTH
85541,FOUNTAIN_OF_DREAMS,MARTH
85542,FINAL_DESTINATION,MARTH
85543,FOUNTAIN_OF_DREAMS,MARTH
85544,YOSHIS_STORY,MARTH
85545,FINAL_DESTINATION,MARTH
85546,POKEMON_STADIUM,MARTH
85547,BATTLEFIELD,FOX
85548,FINAL_DESTINATION,MARTH
85549,POKEMON_STADIUM,FOX
85550,BATTLEFIELD,FOX
85551,YOSHIS_STORY,FOX
85552,FINAL_DESTINATION,MARTH
85553,FOUNTAIN_OF_DREAMS,MARTH
85554,DREAMLAND,FOX
85555,BATTLEFIELD,MARTH
85556,FOUNTAIN_OF_DREAMS,MARTH
85557,DREAMLAND,FOX
85558,POKEMON_STADIUM,MARTH
85559,BATTLEFIELD,MARTH
85560,FOUNTAIN_OF_DREAMS,MARTH
85561,FOUNTAIN_OF_DREAMS,MARTH
85562,BATTLEFIELD,FOX
85563,FINAL_DESTINATION,MARTH
85564,FINAL_DESTINATION,MARTH
85565,FOUNTAIN_OF_DREAMS,MARTH
85566,BATTLEFIELD,FOX
85567,FOUNTAIN_OF_DREAMS,MARTH
85568,DREAMLAND,FOX
85569,YOSHIS_STORY,MARTH
85570,POKEMON_STADIUM,MARTH
85571,BATTLEFIELD,FOX
85572,DREAMLAND,MARTH
85573,YOSHIS_STORY,MARTH
85574,FOUNTAIN_OF_DREAMS,FOX
85575,YOSHIS_STORY,MARTH
85576,BATTLEFIELD,MARTH
85577,DREAMLAND,MARTH
85578,FOUNTAIN_OF_DREAMS,MARTH
85579,POKEMON_STADIUM,MARTH
85580,YOSHIS_STORY,MARTH
85581,FINAL_DESTINATION,FOX
85582,FOUNTAIN_OF_DREAMS,FOX
85583,FOUNTAIN_OF_DREAMS,MARTH
85584,YOSHIS_STORY,MARTH
85585,BATTLEFIELD,MARTH
85586,DREAMLAND,MARTH
85587,FOUNTAIN_OF_DREAMS,MARTH
85588,BATTLEFIELD,FOX
85589,DREAMLAND,MARTH
85590,YOSHIS_STORY,MARTH
85591,BATTLEFIELD,MARTH
85592,DREAMLAND,MARTH
85593,YOSHIS_STORY,MARTH
85594,FINAL_DESTINATION,MARTH
85595,POKEMON_STADIUM,MARTH
85596,FOUNTAIN_OF_DREAMS,FOX
85597,FINAL_DESTINATION,FOX
85598,FOUNTAIN_OF_DREAMS,MARTH
85599,DREAMLAND,MARTH
85600,FOUNTAIN_OF_DREAMS,MARTH
85601,DREAMLAND,MARTH
85602,YOSHIS_STORY,MARTH
85603,FOUNTAIN_OF_DREAMS,MARTH
85604,FINAL_DESTINATION,MARTH
85605,YOSHIS_STORY,MARTH
85606,BATTLEFIELD,MARTH
85607,FOUNTAIN_OF_DREAMS,MARTH
85608,POKEMON_STADIUM,MARTH
85609,YOSHIS_STORY,MARTH
85610,DREAMLAND,MARTH
85611,BATTLEFIELD,MARTH
85612,BATTLEFIELD,MARTH
85613,DREAMLAND,MARTH
85614,FOUNTAIN_OF_DREAMS,FOX
85615,DREAMLAND,MARTH
85616,YOSHIS_STORY,MARTH
85617,FINAL_DESTINATION,MARTH
85618,POKEMON_STADIUM,MARTH
85619,FINAL_DESTINATION,MARTH
85620,DREAMLAND,FOX
85621,FOUNTAIN_OF_DREAMS,FOX
85622,BATTLEFIELD,FOX
85623,FINAL_DESTINATION,FOX
85624,FINAL_DESTINATION,MARTH
85625,POKEMON_STADIUM,MARTH
85626,FINAL_DESTINATION,MARTH
85627,YOSHIS_STORY,MARTH
85628,POKEMON_STADIUM,FOX
85629,BATTLEFIELD,FOX
85630,FINAL_DESTINATION,MARTH
85631,POKEMON_STADIUM,FOX
85632,FOUNTAIN_OF_DREAMS,FOX
85633,YOSHIS_STORY,FOX
85634,POKEMON_STADIUM,FOX
85635,POKEMON_STADIUM,FOX
85636,DREAMLAND,FOX
85637,DREAMLAND,FOX
85638,POKEMON_STADIUM,FOX
85639,YOSHIS_STORY,FOX
85640,FINAL_DESTINATION,FOX
85641,DREAMLAND,FOX
85642,FINAL_DESTINATION,MARTH
85643,DREAMLAND,FOX
85644,POKEMON_STADIUM,FOX
85645,FINAL_DESTINATION,FOX
85646,FINAL_DESTINATION,MARTH
85647,POKEMON_STADIUM,MARTH
85648,YOSHIS_STORY,MARTH
85649,BATTLEFIELD,FOX
85650,FINAL_DESTINATION,MARTH
85651,DREAMLAND,MARTH
85652,DREAMLAND,MARTH
85653,POKEMON_STADIUM,FOX
85654,BATTLEFIELD,MARTH
85655,YOSHIS_STORY,FOX
85656,FOUNTAIN_OF_DREAMS,MARTH
85657,DREAMLAND,FOX
85658,DREAMLAND,MARTH
85659,FINAL_DESTINATION,MARTH
85660,FOUNTAIN_OF_DREAMS,FOX
85661,YOSHIS_STORY,FOX
85662,BATTLEFIELD,MARTH
85663,BATTLEFIELD,MARTH
85664,YOSHIS_STORY,MARTH
85665,FINAL_DESTINATION,MARTH
85666,POKEMON_STADIUM,MARTH
85667,YOSHIS_STORY,MARTH
85668,FINAL_DESTINATION,MARTH
85669,DREAMLAND,MARTH
85670,BATTLEFIELD,MARTH
85671,FOUNTAIN_OF_DREAMS,FOX
85672,DREAMLAND,MARTH
85673,POKEMON_STADIUM,MARTH
85674,BATTLEFIELD,MARTH
85675,FOUNTAIN_OF_DREAMS,FOX
85676,FOUNTAIN_OF_DREAMS,MARTH
85677,BATTLEFIELD,MARTH
85678,FINAL_DESTINATION,MARTH
85679,YOSHIS_STORY,MARTH
85680,FINAL_DESTINATION,MARTH
85681,BATTLEFIELD,FOX
85682,FINAL_DESTINATION,MARTH
85683,DREAMLAND,FOX
85684,DREAMLAND,FOX
85685,POKEMON_STADIUM,FOX
85686,YOSHIS_STORY,FOX
85687,FINAL_DESTINATION,MARTH
85688,FINAL_DESTINATION,MARTH
85689,BATTLEFIELD,MARTH
85690,FOUNTAIN_OF_DREAMS,MARTH
85691,POKEMON_STADIUM,FOX
85692,YOSHIS_STORY,MARTH
85693,BATTLEFIELD,MARTH
85694,FINAL_DESTINATION,MARTH
85695,FOUNTAIN_OF_DREAMS,MARTH
85696,DREAMLAND,FOX
85697,YOSHIS_STORY,MARTH
85698,BATTLEFIELD,MARTH
85699,POKEMON_STADIUM,MARTH
85700,FINAL_DESTINATION,FOX
85701,DREAMLAND,MARTH
85702,FOUNTAIN_OF_DREAMS,FOX
85703,POKEMON_STADIUM,FOX
85704,YOSHIS_STORY,FOX
85705,FOUNTAIN_OF_DREAMS,MARTH
85706,POKEMON_STADIUM,FOX
85707,FINAL_DESTINATION,FOX
85708,BATTLEFIELD,MARTH
85709,POKEMON_STADIUM,FOX
85710,YOSHIS_STORY,FOX
85711,FINAL_DESTINATION,MARTH
85712,BATTLEFIELD,MARTH
85713,YOSHIS_STORY,MARTH
85714,DREAMLAND,FOX
85715,BATTLEFIELD,FOX
85716,FINAL_DESTINATION,MARTH
85717,YOSHIS_STORY,FOX
85718,DREAMLAND,FOX
85719,DREAMLAND,MARTH
85720,BATTLEFIELD,MARTH
85721,FINAL_DESTINATION,FOX
85722,YOSHIS_STORY,FOX
85723,DREAMLAND,MARTH
85724,FOUNTAIN_OF_DREAMS,MARTH
85725,BATTLEFIELD,MARTH
85726,FOUNTAIN_OF_DREAMS,MARTH
85727,YOSHIS_STORY,FOX
85728,DREAMLAND,MARTH
85729,POKEMON_STADIUM,MARTH
85730,BATTLEFIELD,FOX
85731,FOUNTAIN_OF_DREAMS,FOX
85732,FOUNTAIN_OF_DREAMS,MARTH
85733,POKEMON_STADIUM,MARTH
85734,POKEMON_STADIUM,FOX
85735,YOSHIS_STORY,MARTH
85736,FINAL_DESTINATION,MARTH
85737,FINAL_DESTINATION,MARTH
85738,FINAL_DESTINATION,MARTH
85739,POKEMON_STADIUM,FOX
85740,BATTLEFIELD,MARTH
85741,FOUNTAIN_OF_DREAMS,FOX
85742,YOSHIS_STORY,FOX
85743,DREAMLAND,FOX
85744,YOSHIS_STORY,MARTH
85745,BATTLEFIELD,MARTH
85746,DREAMLAND,MARTH
85747,BATTLEFIELD,MARTH
85748,YOSHIS_STORY,MARTH
85749,BATTLEFIELD,MARTH
85750,FINAL_DESTINATION,MARTH
85751,YOSHIS_STORY,FOX
85752,FOUNTAIN_OF_DREAMS,MARTH
85753,DREAMLAND,MARTH
85754,FOUNTAIN_OF_DREAMS,FOX
85755,YOSHIS_STORY,FOX
85756,POKEMON_STADIUM,FOX
85757,FOUNTAIN_OF_DREAMS,MARTH
85758,POKEMON_STADIUM,FOX
85759,DREAMLAND,MARTH
85760,POKEMON_STADIUM,FOX
85761,FOUNTAIN_OF_DREAMS,FOX
85762,YOSHIS_STORY,FOX
85763,FOUNTAIN_OF_DREAMS,MARTH
85764,FINAL_DESTINATION,MARTH
85765,DREAMLAND,MARTH
85766,BATTLEFIELD,MARTH
85767,POKEMON_STADIUM,FOX
85768,POKEMON_STADIUM,MARTH
85769,DREAMLAND,MARTH
85770,FINAL_DESTINATION,MARTH
85771,BATTLEFIELD,MARTH
85772,FOUNTAIN_OF_DREAMS,MARTH
85773,POKEMON_STADIUM,MARTH
85774,YOSHIS_STORY,MARTH
85775,DREAMLAND,MARTH
85776,FINAL_DESTINATION,MARTH
85777,DREAMLAND,MARTH
85778,FINAL_DESTINATION,FOX
85779,BATTLEFIELD,MARTH
85780,BATTLEFIELD,FOX
85781,DREAMLAND,MARTH
85782,POKEMON_STADIUM,MARTH
85783,FOUNTAIN_OF_DREAMS,FOX
85784,YOSHIS_STORY,FOX
85785,FINAL_DESTINATION,FOX
85786,FOUNTAIN_OF_DREAMS,MARTH
85787,DREAMLAND,MARTH
85788,YOSHIS_STORY,FOX
85789,POKEMON_STADIUM,MARTH
85790,DREAMLAND,FOX
85791,YOSHIS_STORY,FOX
85792,POKEMON_STADIUM,FOX
85793,FINAL_DESTINATION,FOX
85794,BATTLEFIELD,FOX
85795,YOSHIS_STORY,MARTH
85796,DREAMLAND,MARTH
85797,DREAMLAND,FOX
85798,FOUNTAIN_OF_DREAMS,MARTH
85799,POKEMON_STADIUM,FOX
85800,FOUNTAIN_OF_DREAMS,MARTH
85801,FOUNTAIN_OF_DREAMS,FOX
85802,DREAMLAND,FOX
85803,POKEMON_STADIUM,FOX
85804,BATTLEFIELD,MARTH
85805,YOSHIS_STORY,FOX
85806,BATTLEFIELD,MARTH
85807,YOSHIS_STORY,FOX
85808,DREAMLAND,FOX
85809,BATTLEFIELD,FOX
85810,DREAMLAND,FOX
85811,BATTLEFIELD,FOX
85812,FOUNTAIN_OF_DREAMS,MARTH
85813,FOUNTAIN_OF_DREAMS,FOX
85814,BATTLEFIELD,MARTH
85815,FINAL_DESTINATION,MARTH
85816,POKEMON_STADIUM,FOX
85817,FINAL_DESTINATION,FOX
85818,YOSHIS_STORY,MARTH
85819,DREAMLAND,MARTH
85820,POKEMON_STADIUM,MARTH
85821,FINAL_DESTINATION,MARTH
85822,DREAMLAND,MARTH
85823,BATTLEFIELD,MARTH
85824,FOUNTAIN_OF_DREAMS,MARTH
85825,DREAMLAND,MARTH
85826,POKEMON_STADIUM,MARTH
85827,FINAL_DESTINATION,MARTH
85828,BATTLEFIELD,FOX
85829,YOSHIS_STORY,FOX
85830,FINAL_DESTINATION,FOX
85831,BATTLEFIELD,FOX
85832,DREAMLAND,FOX
85833,BATTLEFIELD,FOX
85834,POKEMON_STADIUM,MARTH
85835,KONGO_JUNGLE_N64,FOX
85836,BATTLEFIELD,FOX
85837,FINAL_DESTINATION,MARTH
85838,FINAL_DESTINATION,MARTH
85839,POKEMON_STADIUM,MARTH
85840,FINAL_DESTINATION,MARTH
85841,DREAMLAND,FOX
